State,ZipCode,ConstituentCode,First gift type,First gift fund,FirstgiftBlock,AgeBlock,Gender,Marital status,activeDoner
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
WI,54880,Alumni ,One-time gift,Total gifts given prior to 7/1/86,101-500,0-0,Male,Married,1
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,54801,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,71-80,Male,Married,1
MN,Other,Alumni ,,,0-0,31-40,Female,,0
AZ,Other,Friend ,One-time gift,Other,51-100,0-0,Female,,1
MN,55811,Alumni ,,,0-0,0-0,Unknown,,0
MN,Other,Former Parent ,One-time gift,Men's Hockey Fund,101-500,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
WI,Other,Parent ,,,0-0,0-0,Female,Married,0
,,Students ,,,0-0,21-30,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
Other,Other,Alumni ,,,0-0,41-50,Male,Single,0
WI,54806,Friend ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
MN,55811,Former Parent ,,,0-0,0-0,Male,Married,0
WA,Other,Friend ,One-time gift,Other,11-50,0-0,Male,,1
,,Alumni ,,,0-0,0-0,Unknown,,0
,,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,0-20,Female,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,41-50,Male,Single,0
GA,Other,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,31-40,Unknown,,0
WI,Other,Alumni ,,,0-0,31-40,Unknown,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Married,0
,,Students ,,,0-0,0-20,Male,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54729,Alumni ,,,0-0,51-60,Male,,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
NY,Other,Alumni ,,,0-0,0-0,Male,,0
IL,Other,Friend ,,,0-0,0-0,Male,,0
MN,Other,Retired Faculty/Staff ,One-time gift,Other,11-50,0-0,Female,Married,1
MN,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Friend ,One-time gift,Other,11-50,0-0,Male,,1
WI,54880,Alumni ,One-time gift,Other,51-100,0-0,Male,,1
WI,54880,Alumni ,,,0-0,31-40,Male,Single,0
WI,54880,Retired Faculty/Staff ,One-time gift,Superior Fund,11-50,0-0,Female,Married,1
Other,Other,Alumni ,Pledge,Superior Fund,11-50,61-70,Female,Married,1
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,0-20,Female,,0
Other,Other,Parent ,,,0-0,0-0,Male,,0
WI,54873,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
MN,55720,Alumni ,,,0-0,31-40,Female,Married,0
MN,55720,Alumni ,One-time gift,Men's Baseball Fund,11-50,41-50,Male,Married,1
WI,Other,Alumni ,,,0-0,71-80,Male,Married,0
CA,Other,Alumni ,,,0-0,0-0,Male,,0
MI,Other,Alumni ,,,0-0,41-50,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Married,0
FL,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
WI,Other,Alumni ,,,0-0,21-30,Unknown,,0
WI,Other,Attended Didn't Graduate ,,,0-0,71-80,Male,Married,0
,,Students ,,,0-0,0-20,Female,,0
CO,Other,Alumni ,Pledge,Men's Hockey Fund,0-0,31-40,Male,Married,0
WI,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Friend ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,One-time gift,Other,11-50,0-0,Female,Married,1
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,41-50,Female,Married,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
AZ,Other,Parent ,,,0-0,0-0,Female,,0
WI,54806,Alumni ,One-time gift,Education Department Development Fund,11-50,71-80,Male,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Female,,0
MN,55806,Parent ,One-time gift,Women's Basketball Fund,101-500,0-0,Male,Married,1
MN,55806,Alumni ,,,0-0,21-30,Female,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Male,,0
MN,55733,Retired Faculty/Staff ,Other,Alumni Association Fund,101-500,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
WI,Other,Alumni ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,Pledge,Superior Fund,51-100,71-80,Male,Married,1
IL,Other,Alumni ,,,0-0,0-0,Female,Married,0
WI,Other,Friend ,One-time gift,Men's Basketball Fund,51-100,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55810,Alumni ,,,0-0,41-50,Female,Single,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,Pledge,Superior Fund,11-50,51-60,Male,Married,1
WI,54880,Parent ,,,0-0,0-0,Female,Married,0
WI,54880,Alumni ,Soft credit one-time gift,Men's Basketball Fund,11-50,0-0,Female,Widowed,1
WI,54880,Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
,,Faculty/Staff ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,71-80,Female,Widowed,1
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Alumni ,,,0-0,Over 80,Female,,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
MN,55807,Alumni ,,,0-0,31-40,Female,Single,0
FL,Other,Friend ,One-time gift,Women's Basketball Fund,51-100,0-0,Female,Married,1
MN,55803,Alumni ,,,0-0,71-80,Female,Widowed,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,55803,Alumni ,,,0-0,51-60,Male,,0
CA,Other,Alumni ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Alumni ,,,0-0,41-50,Female,,0
MN,Other,Friend ,One-time gift,Education Department Development Fund,11-50,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,Over 80,Male,Married,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55805,Friend ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Female,,0
ND,Other,Parent ,,,0-0,0-0,Female,,0
Other,Other,Alumni ,,,0-0,61-70,Female,Married,0
WI,54880,Alumni ,,,0-0,31-40,Male,,0
WI,54880,Alumni ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,One-time gift,Other,51-100,0-0,Male,,1
MN,Other,Alumni ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,,,0-0,0-0,Male,,0
WI,54868,Alumni ,One-time gift,Superior Fund,11-50,71-80,Male,Widowed,1
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,,,0-0,71-80,Female,Married,0
,,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,Pledge,Superior Fund,11-50,71-80,Female,Married,1
WI,Other,Attended Didn't Graduate ,Soft credit pledge,Superior Fund,11-50,0-0,Male,Married,1
IN,Other,Alumni ,,,0-0,0-0,Male,,0
MI,Other,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
CA,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,31-40,Female,Married,0
MO,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,54801,Alumni ,,,0-0,71-80,Female,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Married,0
WI,54880,Alumni ,,,0-0,51-60,Male,,0
,,Students ,,,0-0,21-30,Female,,0
Other,Other,Alumni ,,,0-0,71-80,Female,Married,0
MN,55811,Business ,One-time gift,Superior Fund,51-100,0-0,,,1
WI,Other,Alumni ,,,0-0,Over 80,Female,Married,0
WI,Other,Alumni ,One-time gift,Other,11-50,Over 80,Male,Married,1
FL,Other,Alumni ,,,0-0,0-0,Female,,0
CA,Other,Alumni ,One-time gift,Other,11-50,0-0,Male,,1
Other,Other,Alumni ,,,0-0,21-30,Female,,0
WI,54874,Alumni ,Pledge,Superior Fund,11-50,51-60,Female,Married,1
MN,Other,Friend ,,,0-0,0-0,Female,Married,0
,,Alumni ,,,0-0,41-50,Female,Married,0
WI,54880,Former Parent ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,41-50,Male,,0
OH,Other,Alumni ,One-time gift,Other,11-50,51-60,Male,Married,1
,,Students ,,,0-0,21-30,Male,,0
MN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Parent ,One-time gift,Men's Baseball Fund,101-500,0-0,Male,Married,1
MN,Other,Alumni ,,,0-0,21-30,Male,,0
WI,54880,Alumni ,One-time gift,Other,11-50,Over 80,Female,Widowed,1
IN,Other,Foundation ,One-time gift,Superior Fund,101-500,0-0,,,1
WI,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,31-40,Female,Single,0
,,Students ,,,0-0,21-30,Female,,0
MN,55744,Alumni ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
MN,55811,Alumni ,,,0-0,41-50,Female,Married,0
,,Business ,One-time gift,Other,101-500,0-0,,,1
MN,55811,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,71-80,Female,Married,1
WI,Other,Alumni ,Pledge,Superior Fund,11-50,41-50,Female,Married,1
MN,55733,Alumni ,,,0-0,61-70,Male,Single,0
MN,55733,Alumni ,,,0-0,0-0,Male,Married,0
MN,55808,Alumni ,,,0-0,21-30,Male,,0
,,Faculty/Staff ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Former Faculty & Staff ,,,0-0,0-0,Female,,0
TX,Other,Friend ,,,0-0,0-0,Female,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Friend ,One-time gift,Other,51-100,0-0,Male,Married,1
WI,54874,Alumni ,One-time gift,Other,11-50,0-0,Female,Married,1
WI,54501,Alumni ,,,0-0,51-60,Female,Married,0
MN,Other,Alumni ,,,0-0,61-70,Male,,0
,,Friend ,One-time gift,Other,51-100,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
MN,55720,Alumni ,,,0-0,41-50,Female,,0
MN,55804,Alumni ,,,0-0,21-30,Female,,0
MN,55806,Parent ,,,0-0,0-0,Unknown,Married,0
MN,55804,Alumni ,,,0-0,41-50,Female,,0
MN,55806,Alumni ,,,0-0,41-50,Female,Married,0
MN,Other,Alumni ,,,0-0,41-50,Female,,0
WI,54880,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,0-0,Female,Widowed,1
WI,54880,Alumni ,,,0-0,21-30,Female,,0
WI,54873,Alumni ,,,0-0,61-70,Female,,0
WI,54880,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Male,,0
MN,Other,Parent ,One-time gift,Men's Basketball Fund,51-100,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Male,Married,0
OH,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,Over 80,Male,Married,1
MN,55803,Former Faculty & Staff ,One-time gift,Superior Fund,11-50,0-0,Male,Widowed,1
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,0-20,Female,,0
MN,Other,Alumni ,,,0-0,51-60,Female,,0
WI,54701,Alumni ,Pledge,Superior Fund,0-10,71-80,Male,Married,1
MN,Other,Friend ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
CA,Other,Friend ,One-time gift,Other,51-100,0-0,Female,Married,1
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,54849,Alumni ,One-time gift,Other,101-500,0-0,Female,,1
MN,55811,Business ,,,0-0,0-0,,,0
MN,Other,Business ,One-time gift,Superior Fund,51-100,0-0,,,1
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Friend ,Soft credit one-time gift,Men's Hockey Fund,51-100,0-0,Male,Married,1
MN,Other,Business ,One-time gift,Other,51-100,0-0,,,1
MN,Other,Alumni ,,,0-0,31-40,Male,Single,0
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
WI,54880,Parent ,,,0-0,0-0,Female,,0
WI,54820,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,0-20,Unknown,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,,0
,,Alumni ,,,0-0,61-70,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
MN,55810,Former Parent ,,,0-0,0-0,Male,Married,0
MN,55733,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,51-60,Female,Married,0
CO,Other,Alumni ,Soft credit one-time gift,Other,11-50,41-50,Female,Married,1
AZ,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Friend ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
WI,54880,Alumni ,One-time gift,Superior Fund,0-10,41-50,Male,Married,1
WI,54880,Alumni ,Soft credit one-time gift,Superior Fund,11-50,41-50,Female,Married,1
MN,Other,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,51-60,Female,Single,1
WI,Other,Alumni ,,,0-0,41-50,Male,Married,0
WI,Other,Alumni ,,,0-0,41-50,Female,Married,0
TX,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55746,Friend ,One-time gift,Women's Hockey Fund,11-50,0-0,Female,,1
MN,55803,Friend ,One-time gift,Women's Hockey Fund,11-50,0-0,Female,,1
,,Students ,,,0-0,21-30,Female,,0
,,Alumni ,,,0-0,21-30,Female,,0
MN,55802,Business ,One-time gift,Other,51-100,0-0,,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,55746,Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
WI,54891,Alumni ,One-time gift,Men's Basketball Fund,101-500,21-30,Male,,1
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
Other,Other,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
WI,54880,Former Faculty & Staff ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,31-40,Male,Single,0
CA,Other,Friend ,One-time gift,Other,101-500,0-0,Female,,1
CA,Other,Friend ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Female,,0
MN,55805,Alumni ,,,0-0,21-30,Female,,0
IL,Other,Parent ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,31-40,Male,,0
WI,Other,Alumni ,,,0-0,21-30,Unknown,,0
MN,Other,Parent ,,,0-0,0-0,Female,,0
WI,54868,Former Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
Other,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54868,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Friend ,One-time gift,Women's Soccer Fund,11-50,0-0,Male,Married,1
,,Students ,,,0-0,31-40,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
,,Faculty/Staff ,,,0-0,0-0,Unknown,,0
IA,Other,Former Parent ,,,0-0,0-0,Male,,0
MN,55811,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
FL,Other,Alumni ,,,0-0,41-50,Unknown,Married,0
WI,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
TX,Other,Alumni ,,,0-0,51-60,Male,Single,0
MN,55707,Parent ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,One-time gift,Other,11-50,51-60,Female,Married,1
WI,Other,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,21-30,Male,,0
MN,55811,Former Parent ,,,0-0,0-0,Unknown,Married,0
WI,54838,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Alumni ,,,0-0,71-80,Male,Married,0
WI,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,One-time gift,Other,11-50,71-80,Male,Married,1
WI,Other,Alumni ,,,0-0,31-40,Female,Single,0
,,Students ,,,0-0,21-30,Male,,0
MN,Other,Parent ,One-time gift,Men's Baseball Fund,101-500,0-0,Male,Married,1
Other,Other,Friend ,One-time gift,Other,0-10,0-0,Female,,1
WI,54880,Parent ,,,0-0,0-0,Unknown,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
MO,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,,,0-0,21-30,Male,,0
MN,Other,Alumni ,,,0-0,61-70,Female,,0
GA,Other,Former Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Female,Single,0
,,Students ,,,0-0,0-20,Female,,0
MN,55810,Alumni ,,,0-0,51-60,Female,Married,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
WI,54868,Alumni ,,,0-0,0-0,Female,Married,0
MI,Other,Friend ,One-time gift,Men's Baseball Fund,51-100,0-0,Male,Married,1
WI,54880,Parent ,,,0-0,0-0,Female,Married,0
Other,Other,Alumni ,,,0-0,31-40,Female,,0
WI,54880,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Parent ,,,0-0,0-0,Female,Married,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
FL,Other,Alumni ,,,0-0,71-80,Male,Married,0
WI,Other,Alumni ,,,0-0,71-80,Female,Married,0
Other,Other,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,One-time gift,Superior Fund,51-100,0-0,Male,,1
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,21-30,Unknown,,0
MN,55810,Former Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Friend ,One-time gift,Women's Volleyball Fund,51-100,0-0,Unknown,Married,1
WI,Other,Friend ,One-time gift,Women's Volleyball Fund,11-50,0-0,Female,Married,1
MN,55810,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,41-50,Male,Single,0
MN,55811,Alumni ,,,0-0,0-0,Female,Married,0
MN,55792,Friend ,One-time gift,Women's Volleyball Fund,11-50,0-0,Female,,1
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
WI,54880,Friend ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,One-time gift,Foundation Scholarship Fund,0-10,0-0,Male,Married,1
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,54838,Alumni ,Soft credit one-time gift,Superior Fund,11-50,0-0,Female,Married,1
MN,Other,Alumni ,Pledge,Superior Fund,11-50,0-0,Female,,1
WI,54893,Alumni ,,,0-0,41-50,Unknown,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Unknown,,0
WI,54873,Alumni ,,,0-0,41-50,Female,,0
WI,Other,Alumni ,One-time gift,Track and Cross Country Fund,51-100,21-30,Male,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
WI,54874,Former Parent ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,31-40,Female,Single,0
WI,Other,Alumni ,,,0-0,31-40,Female,Married,0
MN,55804,Alumni ,One-time gift,Superior Fund,51-100,51-60,Male,Single,1
WI,54868,Business ,,,0-0,0-0,,,0
VA,Other,Alumni ,One-time gift,Superior Fund,101-500,61-70,Female,,1
OH,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,Single,0
MN,55807,Alumni ,,,0-0,31-40,Female,Married,0
WI,54873,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Friend ,One-time gift,Other,51-100,0-0,Female,,1
WI,Other,Alumni ,,,0-0,0-0,Unknown,,0
WI,54880,Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,Over 80,Male,Married,0
MN,Other,Alumni ,,,0-0,51-60,Male,,0
MN,Other,Friend ,One-time gift,Women's Volleyball Fund,11-50,0-0,Male,Married,1
MN,Other,Business ,,,0-0,0-0,,,0
WI,54868,Alumni ,,,0-0,0-0,Male,,0
MN,55807,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
MN,55807,Parent ,,,0-0,0-0,Unknown,,0
MN,Other,Alumni ,,,0-0,71-80,Female,Widowed,0
WI,Other,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,0-0,Male,Married,1
MN,Other,Alumni ,Soft credit pledge,Superior Fund,11-50,41-50,Female,Single,1
WI,Other,Alumni ,,,0-0,51-60,Male,,0
MN,Other,Alumni ,Pledge,Superior Fund,0-10,41-50,Male,Married,1
CO,Other,Alumni ,,,0-0,41-50,Male,,0
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,55804,Alumni ,,,0-0,41-50,Male,Single,0
IL,Other,Attended Didn't Graduate ,,,0-0,31-40,Female,,0
WI,54880,Alumni ,,,0-0,51-60,Male,Married,0
MN,55803,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Parent ,,,0-0,0-0,Male,,0
MN,55802,Retired Faculty/Staff ,,,0-0,0-0,Male,,0
MN,Other,Friend ,One-time gift,Women's Volleyball Fund,11-50,0-0,Unknown,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Parent ,One-time gift,Women's Volleyball Fund,101-500,0-0,Unknown,Married,1
MN,55304,Alumni ,,,0-0,41-50,Male,Single,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,54843,Former Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Friend ,One-time gift,Women's Volleyball Fund,11-50,0-0,Unknown,,1
WI,Other,Alumni ,,,0-0,71-80,Male,Married,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,0-0,Male,Married,1
OR,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,,1
WI,Other,Alumni ,,,0-0,41-50,Female,,0
WI,54843,Former Parent ,,,0-0,0-0,Female,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Female,Married,0
,,Students ,,,0-0,21-30,Male,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54847,Alumni ,Pledge,Student Calling Fund,11-50,71-80,Male,Married,1
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,Over 80,Female,Married,0
Other,Other,Alumni ,,,0-0,61-70,Male,,0
IL,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,61-70,Female,,0
WI,54868,Alumni ,One-time gift,Superior Fund,11-50,0-0,Male,Married,1
,,Alumni ,,,0-0,51-60,Male,Married,0
MN,Other,Friend ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,61-70,Male,Married,0
MN,55304,Alumni ,,,0-0,21-30,Male,,0
MN,55304,Parent ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,Pledge,Superior Fund,11-50,51-60,Female,Married,1
WI,Other,Alumni ,Soft credit pledge payment,Superior Fund,11-50,51-60,Male,Married,1
WI,Other,Friend ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,51-60,Unknown,,0
MN,55767,Alumni ,,,0-0,41-50,Female,,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
TX,Other,Friend ,One-time gift,Women's Tennis Fund,51-100,0-0,Female,Married,1
ND,Other,Friend ,One-time gift,Men's Hockey Fund,51-100,0-0,Male,,1
CO,Other,Alumni ,,,0-0,0-0,Male,Married,0
MN,Other,Parent ,,,0-0,0-0,Female,,0
FL,Other,Alumni ,,,0-0,61-70,Female,,0
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Female,,0
MN,Other,Parent ,,,0-0,0-0,Male,Married,0
MN,55303,Alumni ,,,0-0,41-50,Male,Married,0
MN,Other,Business ,One-time gift,Men's Baseball Fund,51-100,0-0,,,1
MN,55804,Alumni ,,,0-0,71-80,Female,Married,0
WI,Other,Alumni ,Soft credit one-time gift,Student Calling Fund,11-50,0-0,Female,Married,1
WI,Other,Alumni ,One-time gift,Other,11-50,0-0,Male,Married,1
WI,Other,Attended Didn't Graduate ,,,0-0,31-40,Female,,0
WI,Other,Friend ,,,0-0,0-0,Female,,0
WI,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
WI,54880,Alumni ,,,0-0,41-50,Female,Single,0
,,Alumni ,,,0-0,0-0,Unknown,,0
,,Faculty/Staff ,,,0-0,0-0,Female,,0
MN,55803,Alumni ,,,0-0,31-40,Female,,0
MN,55803,Friend ,,,0-0,0-0,Male,,0
WI,Other,Friend ,One-time gift,Other,11-50,0-0,Male,Married,1
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,Married,0
WI,Other,Alumni ,,,0-0,71-80,Male,Married,0
MN,55811,Alumni ,,,0-0,51-60,Male,Divorced,0
MI,Other,Alumni ,,,0-0,0-0,Female,Married,0
WI,Other,Alumni ,,,0-0,0-0,Female,,0
