State,ConstituentCode,AgeBlock,Gender,Marital status,activeDoner
CA,Friend ,0-0,Female,Married,1
AZ,Alumni ,61-70,Female,,1
,Attended Didn't Graduate ,0-20,Female,,0
MN,Attended Didn't Graduate ,0-0,Unknown,,0
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Male,,0
IA,Friend ,0-0,Female,,1
WI,Alumni ,0-0,Male,Married,1
NV,Alumni ,0-0,Male,,0
WI,Former Parent ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,31-40,Female,,0
MN,Former Faculty & Staff ,0-0,Female,,1
MN,Former Faculty & Staff ,0-0,Female,Married,1
MN,Alumni ,41-50,Male,Married,1
MN,Alumni ,71-80,Male,Married,1
MN,Alumni ,41-50,Female,Married,1
WI,Alumni ,0-0,Female,,0
MN,Alumni ,51-60,Female,Married,0
,Attended Didn't Graduate ,21-30,Unknown,,0
,Attended Didn't Graduate ,0-0,Male,,0
WI,Friend ,0-0,Female,,1
WI,Alumni ,41-50,Male,Single,0
WI,Parent ,0-0,Unknown,,0
FL,Alumni ,0-0,Female,Widowed,1
MN,Alumni ,0-0,Female,,0
WI,Alumni ,61-70,Male,,0
VA,Alumni ,0-0,Male,,1
WI,Attended Didn't Graduate ,0-0,Male,,0
ND,Alumni ,0-0,Male,,0
,Former Faculty & Staff ,0-0,Unknown,,0
TX,Alumni ,51-60,Male,,0
MN,Alumni ,0-0,Female,Married,0
MN,Friend ,0-0,Female,Widowed,1
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,31-40,Female,Single,0
WI,Alumni ,61-70,Female,Married,1
,Students ,21-30,Female,,0
WI,Parent ,0-0,Unknown,,0
WI,Alumni ,0-0,Female,,0
CA,Alumni ,0-0,Female,,0
WI,Alumni ,31-40,Female,Single,0
,Students ,21-30,Female,,0
WI,Parent ,0-0,Female,,0
WI,Alumni ,31-40,Unknown,,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,31-40,Male,Single,0
,Attended Didn't Graduate ,31-40,Female,,0
MN,Alumni ,0-0,Female,Widowed,0
WI,Alumni ,41-50,Male,Single,0
MN,Alumni ,51-60,Male,Married,0
MN,Attended Didn't Graduate ,0-0,Male,,0
,Students ,31-40,Female,,0
SC,Alumni ,71-80,Male,Married,1
VA,Alumni ,61-70,Male,Married,1
VA,Alumni ,0-0,Female,Married,1
MN,Alumni ,41-50,Male,Single,0
,Alumni ,51-60,Male,,0
FL,Friend ,0-0,Female,,1
,Students ,21-30,Female,,0
WI,Former Parent ,0-0,Female,Married,0
TX,Parent ,0-0,Female,,0
MI,Alumni ,51-60,Male,Married,1
MN,Alumni ,0-0,Female,Married,0
,Attended Didn't Graduate ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,0
WI,Friend ,0-0,Male,Married,1
WI,Friend ,0-0,Male,Married,1
,Attended Didn't Graduate ,0-0,Male,,0
,Students ,21-30,Male,,0
MI,Parent ,0-0,Male,Married,0
WI,Former Parent ,0-0,Male,Married,0
WI,Alumni ,61-70,Female,Married,0
WI,Attended Didn't Graduate ,0-0,Male,,0
,Alumni ,0-0,Unknown,,0
MI,Alumni ,0-0,Female,Married,1
WI,Alumni ,21-30,Female,,0
WI,Alumni ,0-0,Female,,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,21-30,Male,,0
MN,Friend ,0-0,Male,Married,1
VA,Alumni ,0-0,Male,,0
MN,Alumni ,21-30,Male,,0
MN,Parent ,0-0,Male,Married,1
MN,Attended Didn't Graduate ,0-0,Female,,0
MN,Former Parent ,0-0,Male,Married,0
WI,Alumni ,0-0,Female,,0
GA,Alumni ,0-0,Male,,0
WI,Friend ,0-0,Male,,1
MN,Alumni ,51-60,Female,Single,0
CO,Friend ,0-0,Male,,0
WI,Friend ,0-0,Male,Married,1
,Alumni ,0-0,Unknown,,0
MN,Alumni ,51-60,Female,Married,0
GA,Former Parent ,0-0,Male,Married,0
MN,Friend ,0-0,Male,,0
MN,Alumni ,41-50,Male,Single,0
MN,Alumni ,0-0,Male,Married,0
MN,Parent ,0-0,Female,,0
MN,Alumni ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,1
MN,Parent ,0-0,Male,Married,1
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,0-0,Female,,0
WI,Alumni ,61-70,Male,Married,0
WI,Alumni ,51-60,Female,,0
MN,Alumni ,41-50,Female,,0
MN,Friend ,0-0,Female,,1
,Parent ,0-0,Male,Married,0
MN,Alumni ,41-50,Male,,0
WI,Alumni ,0-0,Male,,0
,Attended Didn't Graduate ,41-50,Female,,0
WI,Alumni ,31-40,Female,Single,0
WI,Alumni ,41-50,Male,Married,0
,Students ,21-30,Male,,0
IL,Parent ,0-0,Unknown,Married,1
OK,Alumni ,0-0,Male,,0
WI,Business ,0-0,,,1
MN,Business ,0-0,,,1
,Students ,21-30,Unknown,,0
WI,Alumni ,0-0,Male,,1
MI,Alumni ,51-60,Male,,0
WI,Parent ,0-0,Unknown,,0
,Friend ,0-0,Unknown,,0
AZ,Alumni ,41-50,Female,Married,0
WI,Alumni ,0-0,Unknown,,0
WI,Former Parent ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Male,,0
,Alumni ,0-0,Unknown,,0
MI,Friend ,0-0,Unknown,Married,1
MN,Friend ,0-0,Female,Married,1
WI,Alumni ,0-0,Female,,0
PA,Alumni ,0-0,Male,Married,1
SC,Alumni ,0-0,Male,Married,0
,Students ,21-30,Male,,0
WI,Alumni ,51-60,Male,Married,0
WI,Alumni ,51-60,Female,Married,0
MN,Alumni ,31-40,Female,,0
MN,Alumni ,31-40,Female,Single,0
MN,Friend ,0-0,Female,,1
WI,Friend ,0-0,Female,Married,1
WI,Former Parent ,0-0,Male,Married,0
,Attended Didn't Graduate ,0-0,Male,,0
WI,Former Parent ,0-0,Female,Married,0
WI,Alumni ,31-40,Female,,0
,Students ,31-40,Male,,0
AZ,Alumni ,0-0,Male,,0
,Alumni ,0-0,Unknown,,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,Over 80,Male,,0
KY,Alumni ,0-0,Female,,0
MN,Alumni ,0-0,Male,,0
,Students ,0-20,Unknown,,0
,Parent ,0-0,Male,,0
WI,Alumni ,51-60,Male,,0
WI,Alumni ,51-60,Male,Married,0
WI,Alumni ,0-0,Unknown,,0
MN,Parent ,0-0,Female,,0
MN,Friend ,0-0,Female,,1
MN,Alumni ,31-40,Male,,0
MN,Alumni ,61-70,Female,,0
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,51-60,Female,,0
WI,Alumni ,31-40,Female,,0
NC,Alumni ,51-60,Female,Married,0
,Alumni ,0-0,Unknown,,0
MN,Alumni ,61-70,Male,,1
,Students ,21-30,Female,,0
OK,Alumni ,0-0,Female,Married,0
MN,Alumni ,41-50,Female,,0
OK,Friend ,0-0,Male,Married,0
WI,Parent ,0-0,Male,Married,0
MN,Attended Didn't Graduate ,0-0,Male,Married,0
MN,Friend ,0-0,Female,Widowed,1
MN,Alumni ,51-60,Female,Married,0
MI,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,0-0,Female,,0
MN,Former Parent ,0-0,Male,Married,0
WI,Alumni ,21-30,Male,,0
,Students ,21-30,Male,,0
MN,Parent ,0-0,Unknown,Married,0
AZ,Alumni ,0-0,Male,Married,1
AZ,Alumni ,0-0,Female,Married,1
WI,Alumni ,51-60,Male,Single,0
WI,Parent ,0-0,Unknown,,0
,Students ,0-20,Male,,0
MN,Friend ,0-0,Unknown,,1
WI,Alumni ,0-0,Female,,0
WI,Alumni ,51-60,Male,Married,1
OH,Alumni ,0-0,Female,Divorced,0
OH,Former Faculty & Staff ,0-0,Male,,0
FL,Former Parent ,0-0,Male,Married,0
FL,Former Parent ,0-0,Female,Married,0
,Attended Didn't Graduate ,0-0,Male,,0
TX,Friend ,0-0,Female,,1
,Attended Didn't Graduate ,21-30,Female,,0
,Attended Didn't Graduate ,31-40,Male,,0
WI,Former Parent ,0-0,Unknown,Married,0
WI,Alumni ,51-60,Female,Married,0
TX,Alumni ,0-0,Female,Married,1
,Attended Didn't Graduate ,21-30,Male,,0
WI,Former Parent ,0-0,Unknown,Married,0
MN,Alumni ,0-0,Female,Married,0
MN,Alumni ,51-60,Female,Married,0
MN,Alumni ,Over 80,Male,Married,1
MO,Friend ,0-0,Male,,0
WI,Alumni ,21-30,Female,,0
WI,Alumni ,21-30,Female,,1
WI,Parent ,0-0,Unknown,Married,0
MN,Alumni ,31-40,Female,Married,0
MN,Friend ,0-0,Female,,1
WI,Parent ,0-0,Unknown,Married,0
MN,Alumni ,51-60,Female,,0
WI,Parent ,0-0,Unknown,Married,0
,Students ,21-30,Unknown,,0
ID,Alumni ,61-70,Female,,0
MN,Friend ,0-0,Unknown,,1
MN,Former Parent ,0-0,Male,Married,0
MN,Friend ,0-0,Female,,1
,Attended Didn't Graduate ,21-30,Female,,0
WI,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Unknown,,1
MN,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,21-30,Male,,0
MN,Alumni ,51-60,Female,Married,0
,Students ,21-30,Male,,0
WI,Alumni ,71-80,Male,Married,0
NH,Alumni ,31-40,Female,Single,0
MN,Former Parent ,0-0,Female,,0
MN,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Male,,1
MN,Friend ,0-0,Unknown,Married,1
MN,Alumni ,61-70,Female,Married,0
MI,Alumni ,31-40,Unknown,,0
IL,Alumni ,0-0,Male,,0
GA,Parent ,0-0,Female,,0
WI,Parent ,0-0,Unknown,Married,0
WI,Alumni ,21-30,Female,,0
MN,Alumni ,0-0,Male,,0
,Students ,0-20,Female,,0
WI,Alumni ,0-0,Male,,0
WI,Alumni ,31-40,Unknown,,0
MN,Alumni ,0-0,Female,Married,0
MN,Alumni ,41-50,Male,Single,0
MN,Parent ,0-0,Male,Married,0
MA,Alumni ,51-60,Male,Married,0
WI,Alumni ,41-50,Female,,0
,Students ,0-20,Unknown,,0
,Students ,21-30,,,0
MN,Alumni ,41-50,Male,,0
MN,Alumni ,21-30,Male,,0
MN,Alumni ,31-40,Male,,0
WI,Alumni ,51-60,Female,,0
MI,Friend ,0-0,Male,,1
WI,Alumni ,Over 80,Male,Married,0
CT,Attended Didn't Graduate ,0-0,Male,,0
MN,Alumni ,31-40,Female,Single,0
MN,Alumni ,41-50,Female,,0
MN,Alumni ,41-50,Male,Single,0
,Attended Didn't Graduate ,31-40,Unknown,,0
WI,Alumni ,31-40,Female,,0
WI,Alumni ,31-40,Female,,0
MN,Alumni ,61-70,Male,,0
WI,Alumni ,21-30,Male,,0
WI,Parent ,0-0,Unknown,,0
WI,Attended Didn't Graduate ,71-80,Female,,0
WI,Friend ,0-0,Male,,0
MN,Parent ,0-0,Female,,0
MN,Alumni ,21-30,Female,,0
MN,Parent ,0-0,Male,,0
WI,Alumni ,0-0,Male,Married,1
AK,Alumni ,51-60,Male,Married,0
MI,Alumni ,0-0,Male,,0
WI,Alumni ,51-60,Female,Married,0
ID,Alumni ,0-0,Male,Married,1
,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,61-70,Male,Married,0
WI,Alumni ,0-0,Male,Married,0
WI,Friend ,0-0,Male,,1
WI,Alumni ,41-50,Female,Married,0
WI,Attended Didn't Graduate ,0-0,Female,Married,1
FL,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Male,Married,0
WI,Retired Faculty/Staff ,0-0,Male,Married,1
MN,Former Parent ,0-0,Male,,0
MN,Alumni ,41-50,Male,,0
MN,Attended Didn't Graduate ,21-30,Unknown,,0
,Attended Didn't Graduate ,0-0,Male,,0
MN,Alumni ,0-0,Female,,1
WI,Alumni ,71-80,Female,Married,1
WI,Alumni ,0-0,Male,Married,1
WI,Parent ,0-0,Male,Married,0
,Alumni ,0-0,Female,,0
,Students ,0-20,Female,,0
WI,Alumni ,31-40,Female,Single,0
WI,Alumni ,41-50,Female,Single,0
MN,Alumni ,51-60,Female,Married,0
WI,Alumni ,0-0,Female,,1
,Attended Didn't Graduate ,31-40,Unknown,,0
MN,Alumni ,71-80,Male,Married,0
WI,Friend ,Over 80,Male,Widowed,1
MN,Parent ,0-0,Male,Married,0
MN,Alumni ,31-40,Unknown,Married,0
MN,Friend ,0-0,Male,,1
MN,Alumni ,71-80,Female,,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,51-60,Male,Married,1
WI,Alumni ,0-0,Male,Married,1
AZ,Attended Didn't Graduate ,0-0,Female,Married,0
MN,Friend ,0-0,Male,Married,1
MN,Friend ,0-0,Male,Married,1
OH,Alumni ,71-80,Female,Married,1
WI,Alumni ,0-0,Female,,0
,Students ,51-60,Unknown,,0
OH,Alumni ,0-0,Male,Married,0
MI,Parent ,0-0,Male,,0
MN,Alumni ,31-40,Female,Married,0
FL,Alumni ,0-0,Male,Married,0
WI,Alumni ,0-0,Male,Married,1
,Students ,21-30,Unknown,,0
,Attended Didn't Graduate ,21-30,Male,,0
WI,Friend ,0-0,Female,,0
,Students ,0-20,Female,,0
,Students ,41-50,Unknown,,0
IA,Friend ,0-0,Female,,1
GA,Friend ,0-0,Female,,1
FL,Alumni ,61-70,Female,Married,0
,Students ,0-20,Female,,0
MN,Alumni ,31-40,Female,Single,0
PA,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Female,Married,0
WI,Alumni ,31-40,Female,Single,0
WI,Alumni ,31-40,Male,Single,0
WI,Alumni ,51-60,Male,Married,0
MN,Alumni ,61-70,Male,Married,1
,Faculty/Staff ,0-0,Unknown,,0
MN,Former Parent ,0-0,Male,Married,0
MN,Alumni ,41-50,Female,,0
MN,Alumni ,21-30,Male,,0
MN,Alumni ,41-50,Male,Single,0
MN,Alumni ,31-40,Female,Single,0
MN,Parent ,0-0,Unknown,Married,0
MN,Alumni ,0-0,Female,,0
,Students ,21-30,Unknown,,0
,Students ,0-20,Male,,0
MN,Parent ,0-0,Unknown,,0
WI,Alumni ,21-30,Female,,0
WI,Parent ,0-0,Male,Married,0
WI,Business ,0-0,,,1
WI,Parent ,0-0,Female,,0
MN,Alumni ,41-50,Male,Single,0
IL,Alumni ,61-70,Female,Married,0
MN,Retired Faculty/Staff ,0-0,Female,,0
WI,Alumni ,21-30,Female,,0
MN,Alumni ,31-40,Female,Single,0
WI,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Unknown,,0
,Alumni ,0-0,Unknown,,0
WI,Retired Faculty/Staff ,0-0,Female,,1
MN,Alumni ,61-70,Female,,1
WI,Friend ,0-0,Female,,1
MN,Alumni ,51-60,Female,Married,0
WI,Alumni ,51-60,Male,,0
,Former Parent ,0-0,Female,,0
WI,Alumni ,41-50,Female,Married,0
WI,Alumni ,0-0,Unknown,,1
GA,Attended Didn't Graduate ,0-0,Male,,0
,Students ,21-30,Female,,0
WI,Parent ,0-0,Male,Married,0
WI,Alumni ,61-70,Male,Married,0
MN,Parent ,0-0,Unknown,,0
MN,Parent ,0-0,Unknown,,0
MN,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Male,Married,1
MN,Friend ,0-0,Male,,1
MN,Alumni ,31-40,Male,Single,0
WI,Alumni ,41-50,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
TX,Friend ,0-0,Male,,1
AL,Alumni ,Over 80,Male,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,0-0,Female,Married,1
MN,Alumni ,51-60,Female,,0
WI,Friend ,0-0,Female,Married,1
ID,Alumni ,0-0,Male,,0
IA,Alumni ,31-40,Unknown,,0
WI,Alumni ,0-0,Male,,0
MN,Former Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Female,,1
MN,Alumni ,71-80,Female,Married,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,0-0,Male,Married,0
,Attended Didn't Graduate ,31-40,Unknown,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,71-80,Female,Married,0
WI,Alumni ,0-0,Female,,0
VA,Attended Didn't Graduate ,0-0,Male,,0
,Attended Didn't Graduate ,31-40,Male,,0
CA,Alumni ,41-50,Male,Single,0
WI,Alumni ,61-70,Female,Married,0
FL,Alumni ,Over 80,Female,Widowed,1
WI,Alumni ,51-60,Male,,0
MN,Friend ,0-0,Male,Married,1
WI,Alumni ,Over 80,Male,Married,1
FL,Alumni ,41-50,Male,,0
CO,Parent ,0-0,Male,,1
,Attended Didn't Graduate ,0-0,Male,,0
WI,Friend ,0-0,Female,,1
,Students ,21-30,Female,,0
MN,Alumni ,0-0,Female,,0
MN,Alumni ,51-60,Female,Single,0
,Students ,31-40,Female,,0
MN,Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Female,Married,0
WI,Retired Faculty/Staff ,0-0,Male,Married,0
MN,Parent ,0-0,Male,Married,0
,Students ,31-40,Female,,0
MN,Alumni ,Over 80,Male,,1
WI,Friend ,0-0,Male,,0
AZ,Retired Faculty/Staff ,0-0,Female,Married,1
WI,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Male,Single,0
MN,Alumni ,41-50,Female,,0
AZ,Attended Didn't Graduate ,Over 80,Female,Married,0
WI,Alumni ,41-50,Unknown,,0
WI,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,0-0,Female,,0
,Alumni ,0-0,Male,,0
MN,Friend ,0-0,Female,,1
WI,Alumni ,0-0,Male,,1
WI,Alumni ,0-0,Female,Married,0
FL,Friend ,0-0,Male,,1
MN,Friend ,0-0,Female,,1
MI,Parent ,0-0,Unknown,,1
,Students ,21-30,Male,,0
,Students ,21-30,Female,,0
,Students ,21-30,Unknown,,0
FL,Parent ,0-0,Unknown,Married,0
WI,Alumni ,21-30,Female,,0
WI,Alumni ,51-60,Male,Married,0
WI,Alumni ,51-60,Female,Married,0
,Students ,0-20,Unknown,,0
WI,Alumni ,51-60,Female,,0
MN,Alumni ,51-60,Female,Married,0
WI,Alumni ,41-50,Male,,0
WI,Alumni ,51-60,Male,,0
WI,Alumni ,41-50,Male,Married,0
WI,Alumni ,0-0,Male,Married,0
WI,Alumni ,0-0,Male,,1
MN,Friend ,0-0,Male,Married,1
WI,Friend ,51-60,Male,,0
MN,Alumni ,31-40,Male,Single,0
,Students ,0-20,Male,,0
,Students ,21-30,Unknown,,0
,Students ,21-30,Unknown,,0
,Students ,21-30,Unknown,,0
WI,Alumni ,51-60,Female,Single,0
,Students ,21-30,Female,,0
MN,Alumni ,0-0,Female,,0
MN,Parent ,0-0,Male,Married,0
WI,Parent ,0-0,Male,,0
WI,Alumni ,21-30,Female,,0
VA,Alumni ,Over 80,Unknown,,1
MN,Alumni ,0-0,Female,,0
WI,Attended Didn't Graduate ,0-0,Female,,0
WI,Attended Didn't Graduate ,0-0,Male,Married,0
FL,Alumni ,0-0,Female,,0
WI,Alumni ,31-40,Male,Married,0
MN,Alumni ,51-60,Female,Married,0
,Students ,21-30,Female,,0
WI,Alumni ,51-60,Male,Married,0
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,31-40,Female,Married,0
NH,Alumni ,71-80,Female,Married,0
WI,Alumni ,0-0,Male,Married,1
WI,Friend ,0-0,Male,Married,1
WI,Alumni ,0-0,Male,Married,1
MN,Friend ,0-0,Female,,1
MN,Alumni ,0-0,Female,Widowed,1
WI,Alumni ,0-0,Male,,0
MN,Attended Didn't Graduate ,0-0,Male,,0
MN,Former Parent ,0-0,Male,Married,0
WI,Alumni ,0-0,Female,,0
MN,Alumni ,71-80,Male,,0
WI,Alumni ,51-60,Male,,0
MN,Alumni ,51-60,Female,,1
KS,Friend ,0-0,Unknown,,0
MN,Parent ,0-0,Female,,0
,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Male,,0
WA,Alumni ,0-0,Male,,0
WI,Alumni ,0-0,Male,Married,1
WI,Alumni ,41-50,Female,,0
WI,Parent ,0-0,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,51-60,Female,Married,0
MN,Parent ,0-0,Unknown,Married,0
,Students ,0-20,Female,,0
MN,Parent ,0-0,Unknown,,0
MN,Parent ,0-0,Unknown,,0
MN,Alumni ,71-80,Female,,0
WI,Alumni ,21-30,Male,,0
WI,Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Unknown,,0
IA,Alumni ,21-30,Male,,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,31-40,Male,,0
WI,Friend ,0-0,Unknown,,1
,Alumni ,0-0,Male,,0
WI,Alumni ,21-30,Male,,0
MN,Alumni ,31-40,Female,,0
WI,Alumni ,41-50,Male,Married,0
WI,Alumni ,0-0,Male,,1
MN,Friend ,0-0,Female,,1
WI,Friend ,0-0,Unknown,,1
MA,Friend ,0-0,Female,,1
,Students ,21-30,Unknown,,0
MN,Parent ,0-0,Unknown,Married,0
,Students ,0-20,Female,,0
MN,Friend ,0-0,Female,Married,1
MN,Alumni ,51-60,Female,,1
WI,Parent ,0-0,Male,Married,0
,Students ,0-20,Female,,0
,Alumni ,0-0,Unknown,,0
OR,Alumni ,41-50,Male,,0
MN,Alumni ,61-70,Male,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,0-0,Female,Married,0
MN,Alumni ,51-60,Male,Single,0
FL,Alumni ,0-0,Male,,0
WI,Alumni ,31-40,Female,,0
MN,Alumni ,51-60,Female,Married,0
MN,Alumni ,41-50,Female,Single,0
NJ,Business ,0-0,,,1
,Students ,21-30,Female,,0
WI,Parent ,0-0,Male,Married,0
WI,Students ,51-60,Female,,0
CA,Alumni ,0-0,Female,,1
WA,Alumni ,Over 80,Male,Married,1
,Students ,51-60,Male,,0
IL,Parent ,0-0,Unknown,,0
WI,Parent ,0-0,Unknown,,0
WI,Parent ,0-0,Male,,0
WI,Attended Didn't Graduate ,31-40,Unknown,,0
,Students ,21-30,Male,,0
MN,Parent ,0-0,Male,,0
WI,Alumni ,0-0,Male,,0
MN,Alumni ,41-50,Male,,0
MN,Alumni ,31-40,Female,,0
WI,Alumni ,61-70,Female,Single,0
WI,Friend ,0-0,Male,,0
WI,Business ,0-0,,,1
WI,Alumni ,41-50,Male,,0
AZ,Alumni ,71-80,Female,Widowed,1
WI,Alumni ,51-60,Female,Married,0
WI,Alumni ,51-60,Male,Married,0
MN,Alumni ,51-60,Male,Married,0
MN,Alumni ,51-60,Male,,0
,Students ,0-20,Unknown,,0
,Alumni ,21-30,Female,,0
,Alumni ,21-30,Unknown,,0
FL,Alumni ,0-0,Female,Married,1
VA,Alumni ,31-40,Female,Single,0
,Students ,21-30,Unknown,,0
WI,Parent ,0-0,Male,,0
,Attended Didn't Graduate ,0-0,Female,,0
MI,Alumni ,61-70,Female,Married,0
CO,Alumni ,61-70,Female,,0
WI,Alumni ,21-30,Male,,0
WI,Parent ,0-0,Unknown,Married,0
,Students ,0-20,Male,,0
,Students ,0-20,Unknown,,0
WI,Parent ,0-0,Unknown,Married,0
,Students ,21-30,Male,,0
WI,Parent ,0-0,Female,,0
WI,Alumni ,21-30,Male,,0
MN,Alumni ,41-50,Male,,0
WI,Parent ,0-0,Unknown,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,0-0,Female,,1
MN,Friend ,0-0,Male,,1
MN,Friend ,0-0,Female,,1
MN,Alumni ,21-30,Female,,0
MN,Parent ,0-0,Unknown,Married,0
CA,Alumni ,51-60,Male,,0
,Attended Didn't Graduate ,0-0,Male,,0
MN,Faculty/Staff ,0-0,Male,,1
MN,Alumni ,0-0,Male,Married,0
,Attended Didn't Graduate ,21-30,Male,,0
NY,Former Parent ,0-0,Unknown,Married,0
,Business ,0-0,,,1
,Students ,21-30,Female,,0
MN,Parent ,0-0,Unknown,Married,0
,Attended Didn't Graduate ,41-50,Female,,0
MN,Alumni ,71-80,Female,Married,0
MN,Alumni ,41-50,Female,Single,0
OH,Alumni ,31-40,Female,,0
MN,Alumni ,41-50,Male,Married,0
CA,Parent ,0-0,Female,,0
MN,Friend ,0-0,Male,,1
MN,Friend ,0-0,Female,Married,1
MN,Alumni ,0-0,Male,,1
MN,Alumni ,51-60,Male,Married,0
MN,Alumni ,0-0,Female,,0
WI,Parent ,0-0,Unknown,,0
WI,Alumni ,31-40,Male,,0
MN,Alumni ,31-40,Male,Single,0
MN,Memorial Donor ,0-0,Female,Widowed,1
MN,Alumni ,71-80,Male,Married,0
MN,Alumni ,0-0,Unknown,,0
MN,Alumni ,51-60,Male,Married,0
FL,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Female,,0
,Students ,21-30,Female,,0
MN,Alumni ,0-0,Female,,0
MN,Parent ,0-0,Male,Married,0
MN,Alumni ,41-50,Female,Single,0
MN,Alumni ,61-70,Female,Single,0
WI,Alumni ,41-50,Male,,0
MN,Alumni ,41-50,Male,Single,0
WI,Friend ,0-0,Male,Married,1
MN,Friend ,0-0,Male,,1
WI,Alumni ,41-50,Female,Single,0
MN,Faculty/Staff ,0-0,Female,,1
CA,Attended Didn't Graduate ,71-80,Female,Married,0
CA,Alumni ,0-0,Male,Married,1
MN,Friend ,0-0,Unknown,,1
MN,Attended Didn't Graduate ,0-0,Male,,1
WI,Attended Didn't Graduate ,21-30,Female,,0
WI,Alumni ,51-60,Male,Single,0
,Students ,21-30,Female,,0
,Students ,21-30,Female,,0
WI,Parent ,0-0,Male,Married,0
WI,Alumni ,0-0,Female,,0
FL,Alumni ,0-0,Male,Married,1
IL,Friend ,0-0,Male,,1
MI,Alumni ,0-0,Male,Married,0
MI,Alumni ,0-0,Female,Married,0
WI,Alumni ,0-0,Female,,0
WI,Alumni ,61-70,Male,Married,0
WI,Friend ,0-0,Male,,1
IL,Alumni ,0-0,Female,Married,1
,Students ,31-40,Female,,0
AZ,Former Faculty & Staff ,0-0,Female,Married,0
MN,Alumni ,0-20,Unknown,,0
MN,Parent ,0-0,Unknown,Married,0
FL,Friend ,0-0,Unknown,Married,1
CO,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,51-60,Female,,0
GA,Alumni ,0-0,Male,Married,0
MN,Alumni ,31-40,Male,,0
GA,Alumni ,41-50,Male,Single,0
MI,Alumni ,21-30,Female,,0
MI,Alumni ,Over 80,Male,Widowed,1
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,Over 80,Male,Married,0
MI,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Unknown,Married,0
WI,Alumni ,21-30,Male,,0
WI,Parent ,0-0,Unknown,Married,0
WI,Alumni ,41-50,Female,Married,0
,Students ,21-30,Male,,0
WI,Alumni ,41-50,Male,Married,0
MN,Alumni ,51-60,Male,Married,0
MN,Parent ,0-0,Unknown,Married,0
CA,Alumni ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Female,,0
,Attended Didn't Graduate ,0-0,Unknown,,0
WI,Alumni ,0-0,Male,Married,0
,Alumni ,Over 80,Male,,0
MN,Alumni ,61-70,Female,,0
FL,Alumni ,61-70,Female,,0
MN,Friend ,0-0,Male,,0
MN,Alumni ,41-50,Female,Single,0
WI,Alumni ,51-60,Female,,0
MN,Friend ,0-0,Female,,1
MN,Alumni ,0-0,Female,,0
MN,Alumni ,51-60,Male,,0
MN,Alumni ,41-50,Male,,0
MN,Business ,0-0,,,1
AR,Foundation ,0-0,,,1
WI,Business ,0-0,,,1
MN,Friend ,0-0,Female,,1
WI,Alumni ,61-70,Male,Married,0
AZ,Alumni ,31-40,Male,,0
,Attended Didn't Graduate ,0-0,Female,,0
,Faculty/Staff ,0-0,Unknown,,0
